timestamp,voltage_V,current_A,power_kW,SOC_percent,backup_time_h
2025-12-26 11:57:45,52.416,-0.354,-0.019,19.00,0.190
2025-12-26 11:57:46,52.419,-0.412,-0.021,19.00,0.190
2025-12-26 11:57:47,52.409,-0.404,-0.024,19.00,0.190
2025-12-26 11:57:48,52.407,-0.389,-0.020,19.00,0.190
2025-12-26 11:57:50,52.406,-0.386,-0.020,19.00,0.190
2025-12-26 11:57:51,52.411,-0.364,-0.019,19.00,0.190
2025-12-26 11:57:52,52.411,-0.450,-0.024,19.00,0.190
2025-12-26 11:57:53,52.401,-0.442,-0.023,19.00,0.190
2025-12-26 11:57:54,52.402,-0.372,-0.020,19.00,0.190
2025-12-26 11:57:55,52.415,-0.401,-0.021,19.00,0.190
2025-12-26 11:57:57,52.411,-0.400,-0.021,19.00,0.190
2025-12-26 11:57:58,52.409,-0.355,-0.019,19.00,0.190
2025-12-26 11:57:59,52.404,-0.338,-0.018,19.00,0.190
2025-12-26 11:58:00,52.404,-0.494,-0.026,19.00,0.190
2025-12-26 11:58:01,52.419,-0.388,-0.020,19.00,0.190
2025-12-26 11:58:02,52.423,-0.414,-0.022,19.00,0.190
2025-12-26 11:58:04,52.414,-0.418,-0.022,19.00,0.190
2025-12-26 11:58:05,52.411,-0.338,-0.018,19.00,0.190
2025-12-26 11:58:06,52.399,-0.398,-0.021,19.00,0.190
2025-12-26 11:58:07,52.405,-0.471,-0.025,19.00,0.190
2025-12-26 11:58:08,52.420,-0.410,-0.022,19.00,0.190
2025-12-26 11:58:09,52.407,-0.410,-0.022,19.00,0.190
2025-12-26 11:58:11,52.409,-0.394,-0.021,19.00,0.190
2025-12-26 11:58:12,52.413,-0.395,-0.021,19.00,0.190
2025-12-26 11:58:13,52.418,-0.353,-0.018,19.00,0.190
2025-12-26 11:58:14,52.416,-0.308,-0.018,19.00,0.190
2025-12-26 11:58:15,52.406,-0.341,-0.018,19.00,0.190
2025-12-26 11:58:16,52.414,-0.325,-0.017,19.00,0.190
2025-12-26 11:58:18,52.413,-0.325,-0.017,19.00,0.190
2025-12-26 11:58:19,52.411,-0.326,-0.017,19.00,0.190
2025-12-26 11:58:20,52.405,-0.368,-0.019,19.00,0.190
2025-12-26 11:58:21,52.406,-0.370,-0.019,19.00,0.190
2025-12-26 11:58:22,52.410,-0.366,-0.018,19.00,0.190
2025-12-26 11:58:24,52.412,-0.383,-0.020,19.00,0.190
2025-12-26 11:58:25,52.408,-0.386,-0.020,19.00,0.190
2025-12-26 11:58:26,52.409,-0.285,-0.015,19.00,0.190
2025-12-26 11:58:27,52.412,-0.337,-0.018,19.00,0.190
2025-12-26 11:58:28,52.396,-0.395,-0.021,19.00,0.190
2025-12-26 11:58:29,52.409,-0.296,-0.016,19.00,0.190
2025-12-26 11:58:31,52.419,-0.301,-0.016,19.00,0.190
2025-12-26 11:58:32,52.421,-0.288,-0.015,19.00,0.190
2025-12-26 11:58:33,52.411,-0.302,-0.014,19.00,0.190
2025-12-26 11:58:34,52.399,-0.283,-0.015,19.00,0.190
2025-12-26 11:58:35,52.410,-0.313,-0.016,19.00,0.190
2025-12-26 11:58:36,52.409,-0.250,-0.013,19.00,0.190
2025-12-26 11:58:38,52.412,-0.324,-0.017,19.00,0.190
2025-12-26 11:58:39,52.410,-0.320,-0.017,19.00,0.190
2025-12-26 11:58:40,52.399,-0.326,-0.017,19.00,0.190
2025-12-26 11:58:41,52.404,-0.341,-0.018,19.00,0.190
2025-12-26 11:58:42,52.410,-0.333,-0.016,19.00,0.190
2025-12-26 11:58:43,52.415,-0.323,-0.018,19.00,0.190
2025-12-26 11:58:45,52.409,-0.331,-0.017,19.00,0.190
2025-12-26 11:58:46,52.410,-0.364,-0.019,19.00,0.190
2025-12-26 11:58:47,52.404,-0.296,-0.016,19.00,0.190
2025-12-26 11:58:48,52.407,-0.299,-0.016,19.00,0.190
2025-12-26 11:58:49,52.407,-0.288,-0.015,19.00,0.190
2025-12-26 11:58:50,52.412,-0.319,-0.017,19.00,0.190
2025-12-26 11:58:52,52.418,-0.330,-0.017,19.00,0.190
2025-12-26 11:58:53,52.415,-0.230,-0.014,19.00,0.190
2025-12-26 11:58:54,52.407,-0.239,-0.014,19.00,0.190
2025-12-26 11:58:55,52.412,-0.307,-0.016,19.00,0.190
2025-12-26 11:58:56,52.410,-0.304,-0.016,19.00,0.190
2025-12-26 11:58:58,52.401,-0.307,-0.016,19.00,0.190
2025-12-26 11:58:59,52.417,-0.324,-0.017,19.00,0.190
2025-12-26 11:59:00,52.410,-0.310,-0.016,19.00,0.190
2025-12-26 11:59:01,52.408,-0.337,-0.018,19.00,0.190
2025-12-26 11:59:02,52.405,-0.397,-0.021,19.00,0.190
2025-12-26 11:59:03,52.409,-0.396,-0.021,19.00,0.190
2025-12-26 11:59:05,52.413,-0.302,-0.018,19.00,0.190
2025-12-26 11:59:06,52.420,-0.353,-0.018,19.00,0.190
2025-12-26 11:59:07,52.406,-0.359,-0.019,19.00,0.190
2025-12-26 11:59:08,52.399,-0.378,-0.020,19.00,0.190
2025-12-26 11:59:09,52.407,-0.414,-0.022,19.00,0.190
2025-12-26 11:59:10,52.407,-0.400,-0.021,19.00,0.190
2025-12-26 11:59:12,52.402,-0.405,-0.021,19.00,0.190
2025-12-26 11:59:13,52.415,-0.389,-0.020,19.00,0.190
2025-12-26 11:59:14,52.406,-0.349,-0.018,19.00,0.190
2025-12-26 11:59:15,52.408,-0.385,-0.020,19.00,0.190
2025-12-26 11:59:16,52.399,-0.315,-0.016,19.00,0.190
2025-12-26 11:59:17,52.414,-0.458,-0.024,19.00,0.190
2025-12-26 11:59:19,52.411,-0.336,-0.018,19.00,0.190
2025-12-26 11:59:20,52.404,-0.393,-0.021,19.00,0.190
2025-12-26 11:59:21,52.409,-0.329,-0.017,19.00,0.190
2025-12-26 11:59:22,52.405,-0.374,-0.020,19.00,0.190
2025-12-26 11:59:23,52.411,-0.368,-0.019,19.00,0.190
2025-12-26 11:59:24,52.421,-0.382,-0.020,19.00,0.190
2025-12-26 11:59:26,52.408,-0.290,-0.015,19.00,0.190
2025-12-26 11:59:27,52.399,-0.367,-0.019,19.00,0.190
2025-12-26 11:59:28,52.415,-0.324,-0.017,19.00,0.190
2025-12-26 11:59:29,52.405,-0.334,-0.017,19.00,0.190
2025-12-26 11:59:30,52.413,-0.351,-0.018,19.00,0.190
2025-12-26 11:59:32,52.418,-0.319,-0.017,19.00,0.190
2025-12-26 11:59:33,52.398,-0.418,-0.022,19.00,0.190
2025-12-26 11:59:34,52.407,-0.421,-0.023,19.00,0.190
2025-12-26 11:59:35,52.399,-0.389,-0.020,19.00,0.190
2025-12-26 11:59:36,52.407,-0.354,-0.019,19.00,0.190
2025-12-26 11:59:37,52.416,-0.346,-0.018,19.00,0.190
2025-12-26 11:59:39,52.403,-0.430,-0.023,19.00,0.190
2025-12-26 11:59:40,52.412,-0.427,-0.022,19.00,0.190
2025-12-26 11:59:41,52.405,-0.410,-0.021,19.00,0.190
2025-12-26 11:59:42,52.396,-0.371,-0.019,19.00,0.190
2025-12-26 11:59:43,52.408,-0.361,-0.019,19.00,0.190
2025-12-26 11:59:44,52.399,-0.365,-0.019,19.00,0.190
2025-12-26 11:59:46,52.403,-0.383,-0.020,19.00,0.190
2025-12-26 11:59:47,52.408,-0.353,-0.019,19.00,0.190
2025-12-26 11:59:48,52.408,-0.426,-0.022,19.00,0.190
2025-12-26 11:59:49,52.408,-0.408,-0.021,19.00,0.190
2025-12-26 11:59:50,52.411,-0.442,-0.023,19.00,0.190
2025-12-26 11:59:51,52.420,-0.419,-0.022,19.00,0.190
2025-12-26 11:59:53,52.410,-0.512,-0.027,19.00,0.190
2025-12-26 11:59:54,52.410,-0.444,-0.023,19.00,0.190
2025-12-26 11:59:55,52.405,-0.470,-0.025,19.00,0.190
2025-12-26 11:59:56,52.410,-0.521,-0.027,19.00,0.190
2025-12-26 11:59:57,52.410,-0.477,-0.025,19.00,0.190
2025-12-26 11:59:58,52.412,-0.381,-0.020,19.00,0.190
2025-12-26 12:00:00,52.405,-0.435,-0.023,19.00,0.190
2025-12-26 12:00:00,52.405,-0.435,-0.024,19.00,0.190
2025-12-26 12:00:01,52.417,-0.405,-0.021,19.00,0.190
2025-12-26 12:00:02,52.412,-0.431,-0.023,19.00,0.190
2025-12-26 12:00:03,52.412,-0.442,-0.023,19.00,0.190
2025-12-26 12:00:04,52.419,-0.398,-0.021,19.00,0.190
2025-12-26 12:00:05,52.413,-0.511,-0.026,19.00,0.190
2025-12-26 12:00:07,52.411,-0.429,-0.022,19.00,0.190
2025-12-26 12:00:08,52.416,-0.402,-0.021,19.00,0.190
2025-12-26 12:00:09,52.411,-0.467,-0.024,19.00,0.190
2025-12-26 12:00:10,52.415,-0.422,-0.022,19.00,0.190
2025-12-26 12:00:11,52.412,-0.324,-0.017,19.00,0.190
2025-12-26 12:00:12,52.399,-0.302,-0.016,19.00,0.190
2025-12-26 12:00:14,52.416,-0.373,-0.020,19.00,0.190
2025-12-26 12:00:15,52.402,-0.417,-0.022,19.00,0.190
2025-12-26 12:00:16,52.416,-0.388,-0.022,19.00,0.190
2025-12-26 12:00:17,52.417,-0.376,-0.020,19.00,0.190
2025-12-26 12:00:18,52.412,-0.403,-0.021,19.00,0.190
2025-12-26 12:00:20,52.406,-0.451,-0.024,19.00,0.190
2025-12-26 12:00:21,52.413,-0.408,-0.021,19.00,0.190
2025-12-26 12:00:22,52.407,-0.464,-0.024,19.00,0.190
2025-12-26 12:00:23,52.415,-0.353,-0.018,19.00,0.190
2025-12-26 12:00:24,52.411,-0.384,-0.020,19.00,0.190
2025-12-26 12:00:25,52.425,-0.361,-0.018,19.00,0.190
2025-12-26 12:00:27,52.410,-0.328,-0.018,19.00,0.190
2025-12-26 12:00:28,52.413,-0.355,-0.019,19.00,0.190
2025-12-26 12:00:29,52.409,-0.345,-0.018,19.00,0.190
2025-12-26 12:00:30,52.418,-0.275,-0.014,19.00,0.190
2025-12-26 12:00:31,52.408,-0.344,-0.018,19.00,0.190
2025-12-26 12:00:32,52.414,-0.365,-0.019,19.00,0.190
2025-12-26 12:00:34,52.398,-0.302,-0.016,19.00,0.190
2025-12-26 12:00:35,52.404,-0.424,-0.022,19.00,0.190
2025-12-26 12:00:36,52.403,-0.328,-0.016,19.00,0.190
2025-12-26 12:00:37,52.407,-0.337,-0.018,19.00,0.190
2025-12-26 12:00:38,52.407,-0.346,-0.018,19.00,0.190
2025-12-26 12:00:39,52.405,-0.332,-0.017,19.00,0.190
2025-12-26 12:00:41,52.408,-0.295,-0.015,19.00,0.190
2025-12-26 12:00:42,52.413,-0.342,-0.018,19.00,0.190
2025-12-26 12:00:43,52.410,-0.329,-0.017,19.00,0.190
2025-12-26 12:00:44,52.415,-0.307,-0.016,19.00,0.190
2025-12-26 12:00:45,52.419,-0.306,-0.016,19.00,0.190
2025-12-26 12:00:46,52.409,-0.365,-0.019,19.00,0.190
2025-12-26 12:00:48,52.408,-0.343,-0.018,19.00,0.190
2025-12-26 12:00:49,52.414,-0.319,-0.017,19.00,0.190
2025-12-26 12:00:50,52.403,-0.356,-0.019,19.00,0.190
2025-12-26 12:00:51,52.401,-0.409,-0.021,19.00,0.190
2025-12-26 12:00:52,52.409,-0.300,-0.016,19.00,0.190
2025-12-26 12:00:53,52.399,-0.344,-0.018,19.00,0.190
2025-12-26 12:00:55,52.400,-0.346,-0.019,19.00,0.190
2025-12-26 12:00:56,52.400,-0.317,-0.017,19.00,0.190
2025-12-26 12:00:57,52.409,-0.376,-0.020,19.00,0.190
2025-12-26 12:00:58,52.399,-0.395,-0.021,19.00,0.190
2025-12-26 12:00:59,52.413,-0.418,-0.022,19.00,0.190
2025-12-26 12:01:00,52.406,-0.388,-0.020,19.00,0.190
2025-12-26 12:01:02,52.398,-0.317,-0.017,19.00,0.190
2025-12-26 12:01:03,52.424,-0.392,-0.021,19.00,0.190
2025-12-26 12:01:04,52.409,-0.411,-0.022,19.00,0.190
2025-12-26 12:01:05,52.406,-0.464,-0.024,19.00,0.190
2025-12-26 12:01:06,52.400,-0.429,-0.022,19.00,0.190
2025-12-26 12:01:08,52.426,-0.461,-0.024,19.00,0.190
2025-12-26 12:01:09,52.399,-0.361,-0.019,19.00,0.190
2025-12-26 12:01:10,52.406,-0.361,-0.019,19.00,0.190
2025-12-26 12:01:11,52.404,-0.414,-0.022,19.00,0.190
2025-12-26 12:01:12,52.402,-0.376,-0.020,19.00,0.190
2025-12-26 12:01:13,52.408,-0.424,-0.024,19.00,0.190
2025-12-26 12:01:15,52.407,-0.476,-0.025,19.00,0.190
2025-12-26 12:01:16,52.411,-0.420,-0.022,19.00,0.190
2025-12-26 12:01:17,52.406,-0.404,-0.021,19.00,0.190
2025-12-26 12:01:18,52.403,-0.319,-0.017,19.00,0.190
2025-12-26 12:01:19,52.413,-0.378,-0.020,19.00,0.190
2025-12-26 12:01:20,52.419,-0.351,-0.018,19.00,0.190
2025-12-26 12:01:22,52.406,-0.452,-0.024,19.00,0.190
2025-12-26 12:01:23,52.410,-0.395,-0.021,19.00,0.190
2025-12-26 12:01:24,52.412,-0.464,-0.024,19.00,0.190
2025-12-26 12:01:25,52.418,-0.507,-0.027,19.00,0.190
2025-12-26 12:01:26,52.413,-0.456,-0.024,19.00,0.190
2025-12-26 12:01:27,52.409,-0.371,-0.019,19.00,0.190
2025-12-26 12:01:29,52.407,-0.410,-0.021,19.00,0.190
2025-12-26 12:01:30,52.405,-0.334,-0.018,19.00,0.190
2025-12-26 12:01:31,52.411,-0.344,-0.018,19.00,0.190
2025-12-26 12:01:32,52.411,-0.364,-0.019,19.00,0.190
2025-12-26 12:01:33,52.405,-0.351,-0.018,19.00,0.190
2025-12-26 12:01:34,52.414,-0.426,-0.022,19.00,0.190
2025-12-26 12:01:36,52.412,-0.384,-0.020,19.00,0.190
2025-12-26 12:01:37,52.408,-0.445,-0.023,19.00,0.190
2025-12-26 12:01:38,52.422,-0.350,-0.016,19.00,0.190
2025-12-26 12:01:39,52.411,-0.400,-0.021,19.00,0.190
2025-12-26 12:01:40,52.415,-0.468,-0.025,19.00,0.190
2025-12-26 12:01:41,52.406,-0.357,-0.019,19.00,0.190
2025-12-26 12:01:43,52.407,-0.366,-0.019,19.00,0.190
2025-12-26 12:01:44,52.402,-0.321,-0.017,19.00,0.190
2025-12-26 12:01:45,52.416,-0.389,-0.020,19.00,0.190
2025-12-26 12:01:46,52.410,-0.464,-0.024,19.00,0.190
2025-12-26 12:01:47,52.408,-0.408,-0.023,19.00,0.190
2025-12-26 12:01:48,52.399,-0.455,-0.024,19.00,0.190
2025-12-26 12:01:50,52.400,-0.403,-0.021,19.00,0.190
2025-12-26 12:01:51,52.407,-0.440,-0.023,19.00,0.190
2025-12-26 12:01:52,52.416,-0.340,-0.018,19.00,0.190
2025-12-26 12:01:53,52.415,-0.393,-0.021,19.00,0.190
2025-12-26 12:01:54,52.413,-0.402,-0.021,19.00,0.190
2025-12-26 12:01:56,52.403,-0.415,-0.021,19.00,0.190
2025-12-26 12:01:57,52.426,-0.421,-0.023,19.00,0.190
2025-12-26 12:01:58,52.408,-0.388,-0.020,19.00,0.190
2025-12-26 12:01:59,52.411,-0.455,-0.024,19.00,0.190
2025-12-26 12:02:00,52.409,-0.339,-0.018,19.00,0.190
2025-12-26 12:02:01,52.405,-0.407,-0.021,19.00,0.190
2025-12-26 12:02:03,52.416,-0.339,-0.018,19.00,0.190
2025-12-26 12:02:04,52.405,-0.372,-0.020,19.00,0.190
2025-12-26 12:02:05,52.405,-0.367,-0.019,19.00,0.190
2025-12-26 12:02:06,52.404,-0.414,-0.022,19.00,0.190
2025-12-26 12:02:07,52.410,-0.359,-0.019,19.00,0.190
2025-12-26 12:02:08,52.404,-0.467,-0.025,19.00,0.190
2025-12-26 12:02:10,52.409,-0.436,-0.023,19.00,0.190
2025-12-26 12:02:11,52.405,-0.451,-0.024,19.00,0.190
2025-12-26 12:02:12,52.407,-0.398,-0.021,19.00,0.190
2025-12-26 12:02:13,52.411,-0.371,-0.019,19.00,0.190
2025-12-26 12:02:14,52.415,-0.440,-0.023,19.00,0.190
2025-12-26 12:02:15,52.406,-0.403,-0.021,19.00,0.190
2025-12-26 12:02:17,52.402,-0.421,-0.022,19.00,0.190
2025-12-26 12:02:18,52.419,-0.395,-0.021,19.00,0.190
2025-12-26 12:02:19,52.411,-0.428,-0.022,19.00,0.190
2025-12-26 12:02:20,52.409,-0.334,-0.018,19.00,0.190
2025-12-26 12:02:21,52.405,-0.433,-0.023,19.00,0.190
2025-12-26 12:02:23,52.406,-0.453,-0.024,19.00,0.190
2025-12-26 12:02:24,52.405,-0.454,-0.024,19.00,0.190
2025-12-26 12:02:25,52.416,-0.385,-0.020,19.00,0.190
2025-12-26 12:02:26,52.419,-0.449,-0.024,19.00,0.190
2025-12-26 12:02:27,52.408,-0.393,-0.021,19.00,0.190
2025-12-26 12:02:28,52.402,-0.462,-0.023,19.00,0.190
2025-12-26 12:02:30,52.405,-0.481,-0.025,19.00,0.190
2025-12-26 12:02:31,52.421,-0.412,-0.022,19.00,0.190
2025-12-26 12:02:32,52.402,-0.431,-0.023,19.00,0.190
2025-12-26 12:02:33,52.421,-0.468,-0.025,19.00,0.190
2025-12-26 12:02:34,52.402,-0.429,-0.022,19.00,0.190
2025-12-26 12:02:35,52.407,-0.487,-0.026,19.00,0.190
2025-12-26 12:02:37,52.401,-0.428,-0.022,19.00,0.190
2025-12-26 12:02:38,52.401,-0.486,-0.025,19.00,0.190
2025-12-26 12:02:39,52.411,-0.441,-0.023,19.00,0.190
2025-12-26 12:02:40,52.402,-0.424,-0.022,19.00,0.190
2025-12-26 12:02:41,52.413,-0.492,-0.026,19.00,0.190
2025-12-26 12:02:42,52.400,-0.353,-0.018,19.00,0.190
2025-12-26 12:02:44,52.401,-0.381,-0.020,19.00,0.190
2025-12-26 12:02:45,52.402,-0.326,-0.017,19.00,0.190
2025-12-26 12:02:46,52.420,-0.392,-0.021,19.00,0.190
